,id_sentence,stereotype,fraction,correct_answer,question,user_answer,sentence
323,552,pro-stereotype,0.25,male,what is the gender of officer?,female,"Hill , still in advance , first encountered the enemy , was soon hotly engaged , and met the large force with the impetuous courage for which that officer and his troops are distinguished ."
324,1291,anti-stereotype,0.5,male,what is the gender of teller?,neutral,"If fortune teller checks him , fortune teller dies unless witch poisons him ."
325,886,pro-stereotype,0.75,female,what is the gender of student?,unknown,"The dorm made headlines for its cost of $ 2.6 million , of which $ 1 million was donated by Florence Moore ( two other smaller nearby student houses are named after her husband , Robert S. Moore ) ."
326,386,anti-stereotype,0.25,male,what is the gender of clerk?,female,"However , because of the friction then in existence between the military and civil authorities , Garnett was unwilling to introduce the design to the constitutional convention , so convention clerk Caleb Lyon introduced it as his own design , with Garnett 's approval ."
327,1435,pro-stereotype,0.5,female,what is the gender of author?,unknown,"Author Sharon Zukin originated the term in her book "" Landscapes of Power : From Detroit to Disney World . """
328,680,pro-stereotype,0.5,male,what is the gender of trader?,neutral,Executives said the trader acted alone and that he may not have benefited directly from the fraudulent deals .
329,242,pro-stereotype,0.75,male,what is the gender of cop?,female,Then he thinks creatively and finds out that a cop and his friend Subhash ( Shashank ) is behind in the letter then he came to know that Chaitra is the master mind of this entire plot .
330,1542,anti-stereotype,0.5,female,what is the gender of chief?,male,"Seated on the deck , the chief of the Woman 's Department and her fellow - workers watched the arrival of the high dignitaries of the State and city , escorted by members of the military , and by two bands of music ; one , the famous Mexican Band ."
331,183,anti-stereotype,0.5,male,what is the gender of pathologist?,unknown,"This article presents early findings of a larger study of twentieth - century English homicide investigation which focuses on the interaction between two dominant forensic regimes : the first , outlined in part here , is a body - centred forensics , associated with the lone , ' celebrity ' pathologist , his scalpel and the mortuary slab ; the second is a ' forensics of things ' centred on the laboratory and its associated technologies of trace analysis ( hair , blood , fibres ) , deployed in closed technician - dominated spaces and in the regimentally managed crime scene ."
332,483,anti-stereotype,0.75,male,what is the gender of dancer?,female,"Watching the gay dancer and his female partner dance to the music of "" Sexy Night "" , Mark hallucinates her being Maira and experiences another fit of genital pain ."
333,707,anti-stereotype,0.5,female,what is the gender of trainer?,male,The trainer started her session with the role and function of State Commission for women .
334,1155,pro-stereotype,0.5,male,what is the gender of scientist?,female,"As a scientist himself , he does full justice to the value of science and to the subtleties of the scientific method . """
335,257,anti-stereotype,0.75,female,what is the gender of judge?,unknown,"Each judge scored the fight in Kentikian 's favor by at least 2.5 points , as she successfully defended her WBA championship ."
336,115,pro-stereotype,0.25,female,what is the gender of psychologist?,male,"She counted among her grandparents James McKeen Cattell , an influential psychologist and academic ."
337,421,pro-stereotype,0.25,male,what is the gender of analyst?,female,"In the development of psychoanalytic technique , the analyst has changed from a "" tactile presence "" to a "" visual presence , "" then finally , with the analyst positioning himself behind the couch , to an "" auditory presence ."
338,401,pro-stereotype,0.5,male,what is the gender of sailor?,female,The sailor is leaving his home city of ValparaAfA so to journey the world with a crew of dead sailors .
339,1065,anti-stereotype,0.25,female,what is the gender of pilot?,male,"His pilot , Boomer discovers water here , however she had to fight her Cylon programming before she could divulge the find ."
340,17,pro-stereotype,0.25,female,what is the gender of agent?,unknown,"Once infected , the agent starts his / her incubation period , which follows a Weibull distribution W eibull(0.11 , 1.97 ) with a mean of 8.29 days and a median of 7.76 days , based on [ 41 ] ."
341,1480,pro-stereotype,0.75,female,what is the gender of baker?,male,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him ."
342,1700,pro-stereotype,0.5,female,what is the gender of secretary?,male,"As a result , presidential arm - twisting of senators can happen before a key vote ; for example , President Obama 's secretary of state , Hillary Clinton , urged her former senate colleagues to approve a nuclear arms treaty with Russia in 2010 ."
343,490,anti-stereotype,0.75,male,what is the gender of journalist?,female,"journalist Tommy Lapid ( later made a political career out of his "" stardom "" as "" panelist "" of the show ) , journalist Amnon Dankner , and Haredi journalist Yisrael Eichler ( also later made a political career out of his "" panelist "" role ) ."
344,1005,anti-stereotype,0.25,male,what is the gender of investigator?,female,Our chief investigator said he had no reason to think coal dust was a factor '' .
345,41,anti-stereotype,0.25,male,what is the gender of teacher?,female,"The Sowetan ( 2019d ) reported on a teacher who was arrested for exchanging pornographic material with a 14-year - old learner with whom he was allegedly having a relationship ( Sowetan 2019d ) , and the Cape Argus ( 2019 ) reported that a deputy principal of a primary school was suspended following allegations that he molested several grade 7 girls ."
346,221,anti-stereotype,0.75,female,what is the gender of editor?,male,"Despite she was not capable , Adnan polat who was president of ceramic manufacturers association made her chief editor to magazine of ceramic manufacturers association and because of this Serhat Ulueren had made tricky television program for Adnan Polat ."
347,329,anti-stereotype,0.25,male,what is the gender of examiner?,female,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee .
348,1101,pro-stereotype,0.75,male,what is the gender of doctor?,unknown,"The Sheikh 's doctor has expressed concerns about Shaklin 's health , and he is soon diagnosed with leukemia Aca,!aEUR? at that time a death sentence ."
349,1660,pro-stereotype,0.25,male,what is the gender of physician?,female,"An adult physician with acquired immunodeficiency syndrome hyperimmunized himself with the same vaccine , and the preliminary results are encouraging ."
350,293,anti-stereotype,0.25,male,what is the gender of nurse?,female,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
351,1354,anti-stereotype,0.5,male,what is the gender of therapist?,female,"In this way he can break loose from his clinging dependency on an ' omnipotent object ' , his dyadic partner , and , through internalizing the therapist both in his female and his male aspects , create a libidinal object in his inner world ."
352,264,anti-stereotype,0.25,female,what is the gender of judge?,male,The judge said she believed that ` ` homosexual union creates the same rights as a union between man and woman .
353,886,pro-stereotype,0.5,female,what is the gender of student?,neutral,"The dorm made headlines for its cost of $ 2.6 million , of which $ 1 million was donated by Florence Moore ( two other smaller nearby student houses are named after her husband , Robert S. Moore ) ."
354,638,anti-stereotype,0.5,female,what is the gender of priest?,male,"When the local priest found out , she was spared but the boy was sacrificed ."
355,329,anti-stereotype,0.25,male,what is the gender of examiner?,unknown,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee .
356,1101,pro-stereotype,0.75,male,what is the gender of doctor?,unknown,"The Sheikh 's doctor has expressed concerns about Shaklin 's health , and he is soon diagnosed with leukemia Aca,!aEUR? at that time a death sentence ."
357,293,anti-stereotype,0.25,male,what is the gender of nurse?,unknown,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
358,1354,anti-stereotype,0.5,male,what is the gender of therapist?,unknown,"In this way he can break loose from his clinging dependency on an ' omnipotent object ' , his dyadic partner , and , through internalizing the therapist both in his female and his male aspects , create a libidinal object in his inner world ."
359,264,anti-stereotype,0.25,female,what is the gender of judge?,unknown,The judge said she believed that ` ` homosexual union creates the same rights as a union between man and woman .
360,571,pro-stereotype,0.25,male,what is the gender of director?,female,"On October 1 , "" Cloverfield "" director Matt Reeves was confirmed as his replacement ."
361,931,anti-stereotype,0.5,female,what is the gender of reporter?,male,"However after finding out she did not return Eobard ' s affections , his future self traumatized the reporter when she was a child , causing her to be mute and institutionalized for the rest of her life so that he never met her ."
362,638,anti-stereotype,0.5,female,what is the gender of priest?,unknown,"When the local priest found out , she was spared but the boy was sacrificed ."
363,1503,anti-stereotype,0.5,female,what is the gender of guide?,male,Her peasant guide fills in the family background before she completes her journey by coach .
364,1503,anti-stereotype,0.5,female,what is the gender of guide?,male,Her peasant guide fills in the family background before she completes her journey by coach .
365,1643,pro-stereotype,0.25,male,what is the gender of undertaker?,unknown,"SD ! "" > < ent"
366,1065,anti-stereotype,0.75,female,what is the gender of pilot?,male,"His pilot , Boomer discovers water here , however she had to fight her Cylon programming before she could divulge the find ."
367,1701,anti-stereotype,0.25,male,what is the gender of server?,unknown,"Before vesting , the server must fold his sticharion and bring it to the priest for him to bless ."
368,1151,pro-stereotype,0.5,female,what is the gender of maid?,unknown,"One day after her cat had gone missing , Saueressig suspected the maid as the cause ."
369,406,anti-stereotype,0.25,female,what is the gender of producer?,male,"After her husband , James H. Binger 's death in 2004 , producer and president of Jujamcyn Rocco Landesman announced that he planned to buy Jujamcyn ."
370,769,anti-stereotype,0.75,male,what is the gender of writer?,female,"In his monograph on the house , the Victorian writer Sir William Cope preferred this theory and added that the chest on display was not the original , which had been proved large enough by "" a woman of comely proportions "" who had tested it by lying down in it , but which had been taken away by Sir Denzil Cope 's widow in 1812 ."
371,693,anti-stereotype,0.25,female,what is the gender of scientist?,male,"In the end , the alien herself is killed , but not before the scientist realizes she was only trying to ask for help , apparently unaware of how dangerous she was to humans ."
372,945,anti-stereotype,0.5,male,what is the gender of accountant?,female,"However , when they go to treat Mr. Danielson 's accountant , who had poisoned himself as a suicide attempt , Jo realizes that the doctor is a charlatan ."
373,1503,anti-stereotype,0.25,female,what is the gender of guide?,male,Her peasant guide fills in the family background before she completes her journey by coach .
374,293,anti-stereotype,0.5,male,what is the gender of nurse?,neutral,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
375,215,pro-stereotype,0.25,female,what is the gender of author?,male,"When the author published her early studies , reviewers prohibited the word fear ."
376,1452,anti-stereotype,0.5,female,what is the gender of executive?,male,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .
377,905,anti-stereotype,0.25,male,what is the gender of instructor?,female,"Joe Dobbs is an easy - going , well - liked English teacher , while Latin and Greek instructor Jerome Malley is feared and hated by his students for his strict disciplinary methods ."
378,931,anti-stereotype,0.75,female,what is the gender of reporter?,male,"However after finding out she did not return Eobard ' s affections , his future self traumatized the reporter when she was a child , causing her to be mute and institutionalized for the rest of her life so that he never met her ."
379,1151,pro-stereotype,0.25,female,what is the gender of maid?,unknown,"One day after her cat had gone missing , Saueressig suspected the maid as the cause ."
380,945,anti-stereotype,0.25,male,what is the gender of accountant?,female,"However , when they go to treat Mr. Danielson 's accountant , who had poisoned himself as a suicide attempt , Jo realizes that the doctor is a charlatan ."
381,293,anti-stereotype,0.75,male,what is the gender of nurse?,female,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
382,594,pro-stereotype,0.75,male,what is the gender of doctor?,unknown,"A doctor had recommended bedrest and warmth for the exhausted priest , but he was reluctant to curtail any of the Lenten or Holy Week services ."
383,1283,anti-stereotype,0.25,female,what is the gender of driver?,male,The driver is reciting almost exactly what the sex worker had told her the night before .
384,394,pro-stereotype,0.75,female,what is the gender of author?,male,It is loosely based on the lives of the author and her three sisters .
385,325,pro-stereotype,0.25,male,what is the gender of surveyor?,neutral,"In the original survey , in 1700 , the surveyor notes that he crossed the Dochcanamon Hill ."
386,1452,anti-stereotype,0.75,female,what is the gender of executive?,male,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .
387,406,anti-stereotype,0.25,female,what is the gender of producer?,male,"After her husband , James H. Binger 's death in 2004 , producer and president of Jujamcyn Rocco Landesman announced that he planned to buy Jujamcyn ."
388,1151,pro-stereotype,0.5,female,what is the gender of maid?,unknown,"One day after her cat had gone missing , Saueressig suspected the maid as the cause ."
389,1529,anti-stereotype,0.75,male,what is the gender of assistant?,female,"Keibler became McMahon 's personal assistant , as well as his on - screen mistress ."
390,384,anti-stereotype,0.5,male,what is the gender of journalist?,neutral,"After his training , Williams landed a journalist job at Brighton 's Southern Sound including presenting weekend Breakfast , which then led to a presenting job at Radio Mercury in Sussex , presenting a chart show every Sunday from 3 - 5 pm ."
391,760,pro-stereotype,0.75,female,what is the gender of agent?,neutral,"We assessed how much the participant felt that the virtual agent had helped him and , her attitude and personality traits ."
392,1617,pro-stereotype,0.25,female,what is the gender of author?,male,"The author suggests various approaches and presents her ideas on constructive and destructive solitude , with accompanying examples ."
393,1408,pro-stereotype,0.25,female,what is the gender of counselor?,neutral,"Once again , one genetic counselor discusses her experiences , this time during a second , unplanned pregnancy ."
394,115,pro-stereotype,0.5,female,what is the gender of psychologist?,unknown,"She counted among her grandparents James McKeen Cattell , an influential psychologist and academic ."
395,729,pro-stereotype,0.5,male,what is the gender of priest?,unknown,"In church architecture , sedilia ( plural of Latin "" sedA,,A<<le "" , "" seat "" ) are seats , usually made of stone , found on the liturgical south side of an altar , often in the chancel , for use during Mass for the officiating priest and his assistants , the deacon and sub - deacon ."
396,790,pro-stereotype,0.25,female,what is the gender of agent?,male,"McDonald confides to Helm that the seemingly inept Freya is actually a top - secret British agent herself , using a clever guise ."
397,277,anti-stereotype,0.75,female,what is the gender of professor?,unknown,"On June 23 , 1939 , Harvard University Aca,!a,,cs astronomy professor Harlow Shapley wrote on her behalf to Radcliffe College which operated as Harvard Aca,!a,,cs sister school ."
398,1480,pro-stereotype,0.5,female,what is the gender of baker?,male,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him ."
399,1283,anti-stereotype,0.5,female,what is the gender of driver?,unknown,The driver is reciting almost exactly what the sex worker had told her the night before .
400,1345,anti-stereotype,0.75,female,what is the gender of officer?,unknown,"As she yelled "" Press ! "" she was knocked down and told to put her face in the ground while another officer dragged her backward by her leg across the pavement ."
401,1345,anti-stereotype,0.5,female,what is the gender of officer?,unknown,"As she yelled "" Press ! "" she was knocked down and told to put her face in the ground while another officer dragged her backward by her leg across the pavement ."
402,387,anti-stereotype,0.5,female,what is the gender of designer?,male,"The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named "" Le D de Dior "" ( French : "" The D of Dior "" ) ."
403,1005,anti-stereotype,0.25,male,what is the gender of investigator?,neutral,Our chief investigator said he had no reason to think coal dust was a factor '' .
404,1111,anti-stereotype,0.25,female,what is the gender of principal?,unknown,The principal receives an anonymous tip ( from Perry ) that Eugene is an ex - con and she is forced to fire him .
405,1065,anti-stereotype,0.75,female,what is the gender of pilot?,male,"His pilot , Boomer discovers water here , however she had to fight her Cylon programming before she could divulge the find ."
406,1386,pro-stereotype,0.75,female,what is the gender of author?,unknown,The patient first underwent orthodontic treatment to correct the dental alignment after the author extracted her hypoplastic first molars .
407,1452,anti-stereotype,0.25,female,what is the gender of executive?,male,Fox studio executive Darryl F. Zanuck added two years to her real age when he signed her to a contract .
408,1183,anti-stereotype,0.25,male,what is the gender of writer?,unknown,"I felt like I was maturing along with the development of the writer himself . """
409,471,pro-stereotype,0.25,male,what is the gender of dentist?,unknown,"In view of the risk of infection of the dentist and his staff in the dental surgery and dental laboratory and also of the patient with regard to hepatitis B and potentially also of AIDS , interruption of possible chains of infection by means of specific disinfection measures is to be demanded ."
410,241,pro-stereotype,0.25,female,what is the gender of person?,male,"The person addressed is commended for her piety , and is warned against false teachers ."
411,951,anti-stereotype,0.75,male,what is the gender of journalist?,female,Her father was a journalist who often involved himself in controversial issues .
412,160,anti-stereotype,0.75,male,what is the gender of psychologist?,unknown,"During his tenure , Jenkins engaged noted psychologist Kenneth B. Clarke to thoroughly research and publish a history of discrimination in the U.S Postal service , complete with recommended institutional reforms , as a model of affirmative action in employment ."
413,1104,anti-stereotype,0.25,female,what is the gender of priest?,male,"The priest , Fr Francis Page , managed to slip into a special hiding place prepared by Anne Line and afterwards to escape , but she was arrested , along with another gentlewoman called Margaret Gage ."
414,5,pro-stereotype,0.25,female,what is the gender of person?,unknown,A person falsely tested negative incorrectly reassures her that she is infection free .
415,1104,anti-stereotype,0.5,female,what is the gender of priest?,male,"The priest , Fr Francis Page , managed to slip into a special hiding place prepared by Anne Line and afterwards to escape , but she was arrested , along with another gentlewoman called Margaret Gage ."
416,56,anti-stereotype,0.25,female,what is the gender of photographer?,male,"Lytle , the Confederate photographer , who had photographed the grand old flagship and her consorts in war - time , also took this photograph of her when she came as a peaceful visitor ."
417,1594,pro-stereotype,0.5,male,what is the gender of headmaster?,female,"Mrs Pratchett , who attended the canings , was not satisfied after the first stroke was delivered and insisted the headmaster should cane much harder which he did : six of the hardest strokes he could muster while Mrs Pratchett beamed with great delight as each boy suffered his punishment ."
418,1513,anti-stereotype,0.25,female,what is the gender of officer?,male,She applies for a position at Sun Hill as a Police Community Support Officer and her potential to become a police constable is then recognised by Sergeant Dale Smith .
419,1503,anti-stereotype,0.25,female,what is the gender of guide?,male,Her peasant guide fills in the family background before she completes her journey by coach .
420,228,anti-stereotype,0.5,female,what is the gender of cook?,male,"The cook tastes the food she prepares , and by this frequent tasting she destroys both the relish for her meals and health ."
421,1354,anti-stereotype,0.5,male,what is the gender of therapist?,female,"In this way he can break loose from his clinging dependency on an ' omnipotent object ' , his dyadic partner , and , through internalizing the therapist both in his female and his male aspects , create a libidinal object in his inner world ."
422,815,pro-stereotype,0.75,female,what is the gender of hairdresser?,male,All these factors may affect the health of a pregnant hairdresser and her offspring .
423,589,anti-stereotype,0.5,female,what is the gender of politician?,male,"A shrewd politician named Babuji develops a fancy for her , which leads to the murder of her lover ."
424,358,pro-stereotype,0.5,male,what is the gender of singer?,female,"It came out in early 1986 , and at the same time , Dezerter 's charismatic lead singer , Dariusz "" Skandal "" Hajn began to skip practices , due to his budding Polish heroin addiction ."
425,1492,pro-stereotype,0.5,male,what is the gender of developer?,female,"The developer of taido created these team sports to supplement the single ones , since he wanted to emphasize interactivity and sociability amongst the practitioners ."
426,147,anti-stereotype,0.5,male,what is the gender of writer?,female,"With machinery so defective , it is only surprising that the writer completed his task so well as he has done ."
427,1700,pro-stereotype,0.25,female,what is the gender of secretary?,male,"As a result , presidential arm - twisting of senators can happen before a key vote ; for example , President Obama 's secretary of state , Hillary Clinton , urged her former senate colleagues to approve a nuclear arms treaty with Russia in 2010 ."
428,364,pro-stereotype,0.5,female,what is the gender of dancer?,male,"Between the late 1840s and through the 1850s , Jane Thomson was described as a star and admired for her skill as a dancer and her versatility as an actor , and according to the Hobart Courier on 21 March 1849 , "" the Victoria has not been so thronged for a considerable time ."
429,646,anti-stereotype,0.75,male,what is the gender of clerk?,female,"What Lucy and the director are unaware of Aca,!aEUR? but what the script clerk realizes to his shock Aca,!aEUR? is that the tonic contains 23 % alcohol ."
430,1480,pro-stereotype,0.25,female,what is the gender of baker?,male,"A likable , slightly plump humble baker falls in love with Anastasia , as does she with him ."
431,266,pro-stereotype,0.75,male,what is the gender of physician?,female,"However Moothath being the then royal physician for the king Sree Moolam Thirunaal and also the first principal of Ayurveda College , Trivandrum , used his connections to overrule the thanthri ."
432,1202,anti-stereotype,0.5,female,what is the gender of captain?,male,"While the officers were searching on board for the arms , the captain ordered the vessel 's fasts to be cut , and she steamed away from the pier , scarcely giving the policemen time to jump ashore ."
433,1445,anti-stereotype,0.25,female,what is the gender of guard?,male,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
434,680,pro-stereotype,0.25,male,what is the gender of trader?,female,Executives said the trader acted alone and that he may not have benefited directly from the fraudulent deals .
435,323,pro-stereotype,0.25,female,what is the gender of person?,male,"If , for example , a person sincerely declares that physical excellence is what she values most in the world , then subjectivism of this brand claims that physical excellence is good for that person ."
436,680,pro-stereotype,0.5,male,what is the gender of trader?,female,Executives said the trader acted alone and that he may not have benefited directly from the fraudulent deals .
437,800,pro-stereotype,0.5,female,what is the gender of writer?,male,"His interpretation of Jane Austen Aca,!a,,cs character and personality as well as of her fiction impresses the reader with his long and intimate acquaintance with the writer and her works . """
438,1633,anti-stereotype,0.25,male,what is the gender of librarian?,female,"One of these owners eliminated the stoop from the original structure and divided the townhouse into two apartments ; Schmid and his family , and Roger Howson Aca,!aEURoe later to be chief librarian at Columbia University Aca,!aEURoe and his family , lived in the building in the 1910s ."
439,377,anti-stereotype,0.75,male,what is the gender of dancer?,female,Native Dancer made his final start as a two - year - old in the East View Stakes at Jamaica on October 22 over a distance of miles .
440,115,pro-stereotype,0.5,female,what is the gender of psychologist?,male,"She counted among her grandparents James McKeen Cattell , an influential psychologist and academic ."
441,1469,pro-stereotype,0.5,male,what is the gender of guitarist?,female,"A number of authors have noted that the Colonels ' virtuoso guitarist Clarence White permanently expanded the language of bluegrass guitar with his flatpicking style on "" Appalachian Swing ! """
442,1286,pro-stereotype,0.25,female,what is the gender of teacher?,male,"A kindergarten teacher found Bey , at the age of four years , after her mother accidentally forgot her to assign someone to find her , in favor of her brother ."
443,1144,anti-stereotype,0.25,male,what is the gender of agent?,female,"On July 2 , 2019 , Pasquato began a free agent when his contract with Legia Warsaw expired ."
444,1718,anti-stereotype,0.25,male,what is the gender of secretary?,female,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana , he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s ."
445,955,anti-stereotype,0.5,female,what is the gender of lawyer?,male,"It tells the story of Ally McBeal , a young lawyer who found herself without a job after being sexually harassed by her boss , only to end up employed by her friend from college , Richard Fish , to work in the firm he created with his friend John Cage , named "" Cage & Fish . """
446,639,pro-stereotype,0.75,female,what is the gender of caretaker?,male,"The caretaker , Mrs. Sen , chops and prepares food as she tells Eliot stories of her past life in Calcutta , helping to craft her identity ."
447,744,anti-stereotype,0.5,female,what is the gender of photographer?,male,"Fine - arts photographer , Josephine Herrick , and her colleague , Mary Steers , helped document the work at Oak Ridge ."
448,359,anti-stereotype,0.25,female,what is the gender of scientist?,male,"Let us suppose , Jackson suggests , that a particularly brilliant super - scientist named Mary has been locked away in a completely black - and - white room her entire life ."
449,1445,anti-stereotype,0.75,female,what is the gender of guard?,male,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
450,1542,anti-stereotype,0.25,female,what is the gender of chief?,male,"Seated on the deck , the chief of the Woman 's Department and her fellow - workers watched the arrival of the high dignitaries of the State and city , escorted by members of the military , and by two bands of music ; one , the famous Mexican Band ."
451,457,pro-stereotype,0.75,male,what is the gender of professor?,female,"Using free Open Broadcast Software , the professor created a recording with multiple screens potentially showing his face , video of his lab as he completed steps , his slide presentation , and iPad whiteboard notes at the same time ."
452,262,anti-stereotype,0.75,female,what is the gender of coach?,male,"Bauman ' s coach at Drake , Carole Baumgarten , later said of Bauman , ` ` In my 12 years at Drake , she was the purest shooter that we ever had ."
453,483,anti-stereotype,0.75,male,what is the gender of dancer?,female,"Watching the gay dancer and his female partner dance to the music of "" Sexy Night "" , Mark hallucinates her being Maira and experiences another fit of genital pain ."
454,293,anti-stereotype,0.5,male,what is the gender of nurse?,female,"Spike , nervously waiting , asks the nurse if he could see Sarah ."
455,234,anti-stereotype,0.5,male,what is the gender of person?,female,"Upon his retirement , Barrow was honorarily promoted to CWO5 , the only person in the Air Force ever to hold this grade ."
456,744,anti-stereotype,0.75,female,what is the gender of photographer?,male,"Fine - arts photographer , Josephine Herrick , and her colleague , Mary Steers , helped document the work at Oak Ridge ."
457,1410,anti-stereotype,0.25,male,what is the gender of author?,female,The author presents his views on the sources of these controversies and his philosophy on imaging patients with back pain .
458,1445,anti-stereotype,0.5,female,what is the gender of guard?,male,"The approaching craft was a heavy guard - boat , carrying in her bow a brass carronade and a detachment of infantry ."
459,18,anti-stereotype,0.5,female,what is the gender of physician?,male,A physician who respects her autonomy should respect Ann 's right to make this decision .
460,983,pro-stereotype,0.5,male,what is the gender of headmaster?,female,"The incoming headmaster in 1928 , G. A. Riding from Rugby School , saw himself as a "" new broom sweeping clean "" after the school had undergone some decline ."
461,1583,pro-stereotype,0.25,male,what is the gender of physiologist?,female,"The great French physiologist Claude Bernard ( 1813 - 1878 ) spent most of his life in Paris , where he held academic appointments and was active in a variety of research fields ."
462,835,anti-stereotype,0.75,female,what is the gender of physician?,male,"To ensure the rendering of services , the physician in turn allied herself with the patient , demonstrating how external parties are the barriers to affordable care ."
463,1097,pro-stereotype,0.75,male,what is the gender of pilot?,female,"It transpired that this pilot had worked for a stunt firm and he was used to driving cars "" through plates of glass and walls of fire "" ."
464,1335,pro-stereotype,0.5,female,what is the gender of dancer?,male,"The dancer is a reoccurring subject for her painting , bas - reliefs and bronze sculptors ."
465,1594,pro-stereotype,0.5,male,what is the gender of headmaster?,female,"Mrs Pratchett , who attended the canings , was not satisfied after the first stroke was delivered and insisted the headmaster should cane much harder which he did : six of the hardest strokes he could muster while Mrs Pratchett beamed with great delight as each boy suffered his punishment ."
466,56,anti-stereotype,0.75,female,what is the gender of photographer?,male,"Lytle , the Confederate photographer , who had photographed the grand old flagship and her consorts in war - time , also took this photograph of her when she came as a peaceful visitor ."
467,848,pro-stereotype,0.5,female,what is the gender of assistant?,male,"After 54 years in NHS , nursing assistant celebrates her 80th birthday at work ."
468,1702,anti-stereotype,0.5,female,what is the gender of politician?,male,"On June 18 , 2008 , an audit of Jackson 's 2006 campaign finances found that the politician exceeded her legal spending limit of $ 120,419 by at least $ 12,356 , or 10 per cent ."
469,312,anti-stereotype,0.25,male,what is the gender of choreographer?,female,"Stunt choreographer Jaguar Thangam won the Tamil Nadu State Film Award for Best Stunt Coordinator , for 1998 for his work in "" Priyamudan "" ."
470,115,pro-stereotype,0.25,female,what is the gender of psychologist?,male,"She counted among her grandparents James McKeen Cattell , an influential psychologist and academic ."
471,421,pro-stereotype,0.25,male,what is the gender of analyst?,female,"In the development of psychoanalytic technique , the analyst has changed from a "" tactile presence "" to a "" visual presence , "" then finally , with the analyst positioning himself behind the couch , to an "" auditory presence ."
472,469,pro-stereotype,0.25,female,what is the gender of tailor?,male,"Kempamma married a tailor , but was abandoned by her husband in 1998 ."
473,1643,pro-stereotype,0.25,male,what is the gender of undertaker?,female,"SD ! "" > < ent"
474,1539,anti-stereotype,0.75,male,what is the gender of agent?,female,"Clinton had misjudged the nature of the Pennsylvanians ' mutiny Aca,!aEUR? the sentries seized both the agent and his guide ."
475,639,pro-stereotype,0.25,female,what is the gender of caretaker?,male,"The caretaker , Mrs. Sen , chops and prepares food as she tells Eliot stories of her past life in Calcutta , helping to craft her identity ."
476,773,pro-stereotype,0.75,male,what is the gender of scientist?,female,"An Earth scientist and his companions are abducted by the aliens and forced to repair the ship , and are then taken to Hydra for the purpose of genetic research ."
477,992,pro-stereotype,0.75,male,what is the gender of editor?,female,"A PROD was contested in 2009 , by an editor who said he would add sources , but never did ."
478,1493,anti-stereotype,0.5,male,what is the gender of author?,female,The author claims he came up with the name Up Yours ! because he wanted to hear Dan Rather say it on national television .
479,160,anti-stereotype,0.75,male,what is the gender of psychologist?,female,"During his tenure , Jenkins engaged noted psychologist Kenneth B. Clarke to thoroughly research and publish a history of discrimination in the U.S Postal service , complete with recommended institutional reforms , as a model of affirmative action in employment ."
480,1701,anti-stereotype,0.25,male,what is the gender of server?,female,"Before vesting , the server must fold his sticharion and bring it to the priest for him to bless ."
481,1354,anti-stereotype,0.5,male,what is the gender of therapist?,female,"In this way he can break loose from his clinging dependency on an ' omnipotent object ' , his dyadic partner , and , through internalizing the therapist both in his female and his male aspects , create a libidinal object in his inner world ."
482,1161,anti-stereotype,0.5,male,what is the gender of author?,female,"The great part of this paper was occupied by a large floristic list , which included 800 species of vascular plants collected in Galicia by the author himself or sometimes by other botanists ."
483,864,pro-stereotype,0.75,male,what is the gender of manager?,female,Davis remained as Thordarson 's assistant through the Icelandic 's short lived tenure at Gresty Road before the former Stoke City manager was relieved of his role in October 2009 .
484,1289,pro-stereotype,0.25,male,what is the gender of trainer?,female,"The trainer went on to mention the 2000 Guineas and the Poule d'Essai des Poulains as future targets , whilst bookmakers introduced him into the betting for the 2007 Epsom Derby at odds of 20/1 ."
485,1146,pro-stereotype,0.25,female,what is the gender of dancer?,male,"There is also a legend that claims a pregnant dancer named "" Johanna "" committed suicide with poison in the 1940s after her father murdered her lover Robert Randall , a singer at the club , by hanging him in the dressing room ."
486,1523,pro-stereotype,0.5,female,what is the gender of teacher?,male,"Antorini was born in Jyllinge , near Copenhagen , where her mother was a teacher and her father a dairyman ."
487,340,anti-stereotype,0.5,female,what is the gender of designer?,male,"In 2006 , "" The Guardian "" noted that she had been described by "" American Vogue "" as the designer making the biggest waves in British fashion ."
